,Bedrooms,Listing_Title,Posting_Date,Price,Reply_contact_info_link,Sqft,city,full_URL,posting_ID
114,1.0,LARGE 1 Bedroom 1Bath with washer dryer in the unit!!!!,2017-03-17 12:45,1935.0,https://seattle.craigslist.org/reply/sea/apa/6048212206,697.0,seattle,https://seattle.craigslist.org/see/apa/6048212206.html,6048212206
115,1.0,"Visit Our Wonderful Community, Tour Now, Move In Tomorrow",2017-03-17 12:45,1953.0,https://seattle.craigslist.org/reply/sea/apa/6048243796,810.0,seattle,https://seattle.craigslist.org/see/apa/6048243796.html,6048243796
116,1.0,HUGE 1 Bedroom in Ballard in Beautiful New Building!,2017-03-17 12:45,1705.0,https://seattle.craigslist.org/reply/sea/apa/6048234226,,seattle,https://seattle.craigslist.org/see/apa/6048234226.html,6048234226
117,1.0,Call Lower Queen Anne your home in this cozy 1 bedroom home,2017-03-17 12:45,1933.0,https://seattle.craigslist.org/reply/sea/apa/6048229496,491.0,seattle,https://seattle.craigslist.org/see/apa/6048229496.html,6048229496
118,1.0,One bdrm one bath in downtown Redmond available NOW!!!,2017-03-17 12:44,1982.0,https://seattle.craigslist.org/reply/sea/apa/6048243281,734.0,seattle,https://seattle.craigslist.org/est/apa/6048243281.html,6048243281
119,1.0,Urban Energy. Sky High Decadence.,2017-03-17 12:43,1650.0,https://seattle.craigslist.org/reply/sea/apa/6048240669,700.0,seattle,https://seattle.craigslist.org/est/apa/6048240669.html,6048240669
5,1.0,"When Minutes Matter, Live Where You Work and Play",2017-03-17 13:33,2395.0,https://seattle.craigslist.org/reply/sea/apa/6048317987,704.0,seattle,https://seattle.craigslist.org/see/apa/6048317987.html,6048317987
7,1.0,1 Bedroom with Courtyard View! Available 3/24,2017-03-17 13:29,2427.0,https://seattle.craigslist.org/reply/sea/apa/6048311434,816.0,seattle,https://seattle.craigslist.org/tac/apa/6048311434.html,6048311434
10,1.0,"Great Live/Work Apartment, Lease now and get One-month FREE!",2017-03-17 13:24,2200.0,https://seattle.craigslist.org/reply/sea/apa/6048304517,790.0,seattle,https://seattle.craigslist.org/see/apa/6048304517.html,6048304517
14,1.0,Last Available One Bedroom + Den!,2017-03-17 13:20,2050.0,https://seattle.craigslist.org/reply/sea/apa/6048298959,723.0,seattle,https://seattle.craigslist.org/see/apa/6048298959.html,6048298959
15,1.0,Live/Work Condo in Heart of Belltown 1br + loft,2017-03-17 13:19,2095.0,https://seattle.craigslist.org/reply/sea/apa/6030894761,605.0,seattle,https://seattle.craigslist.org/see/apa/6030894761.html,6030894761
17,1.0,Shiny New One Bedroom with W/D + INSANE walkscore!,2017-03-17 13:18,2250.0,https://seattle.craigslist.org/reply/sea/apa/6048295382,707.0,seattle,https://seattle.craigslist.org/see/apa/6048295382.html,6048295382
19,1.0,"1/1 w/ Private balcony, Courtyard view- Preleasing for Summer!",2017-03-17 13:16,2041.0,https://seattle.craigslist.org/reply/sea/apa/6048293083,705.0,seattle,https://seattle.craigslist.org/see/apa/6048293083.html,6048293083
20,1.0,"NOW LEASING! Upgrade Your Home! Seattle Urban Oasis, Walk-in Closets!",2017-03-17 13:14,2200.0,https://seattle.craigslist.org/reply/sea/apa/6048290377,753.0,seattle,https://seattle.craigslist.org/see/apa/6048290377.html,6048290377
23,1.0,"2 Story Corner Loft Apartment- Spiral Staircase, AND 1.5 bathrooms!",2017-03-17 13:10,2277.0,https://seattle.craigslist.org/reply/sea/apa/6048283272,1025.0,seattle,https://seattle.craigslist.org/est/apa/6048283272.html,6048283272
28,1.0,"Washer and dryer in every apartment, European windows, Conference room",2017-03-17 13:05,2016.0,https://seattle.craigslist.org/reply/sea/apa/6048275237,749.0,seattle,https://seattle.craigslist.org/see/apa/6048275237.html,6048275237
29,1.0,"1 Bed/1 Bath, Two lush courtyards, Designer lighting package",2017-03-17 13:04,2251.0,https://seattle.craigslist.org/reply/sea/apa/6035751745,605.0,seattle,https://seattle.craigslist.org/see/apa/6035751745.html,6035751745
30,1.0,Imagine taking in the views of the Space Needle every morning!,2017-03-17 13:04,2250.0,https://seattle.craigslist.org/reply/sea/apa/6048260166,672.0,seattle,https://seattle.craigslist.org/see/apa/6048260166.html,6048260166
33,1.0,Spacious Luxury Open 1 Bedroom Fully Renewed & First Month FREE!,2017-03-17 12:58,2309.0,https://seattle.craigslist.org/reply/sea/apa/6048265283,903.0,seattle,https://seattle.craigslist.org/see/apa/6048265283.html,6048265283
34,1.0,Large 1bed/1bath at a great rate! W/D included!,2017-03-17 12:58,2361.0,https://seattle.craigslist.org/reply/sea/apa/6048249270,800.0,seattle,https://seattle.craigslist.org/see/apa/6048249270.html,6048249270
35,1.0,Simply Stunning 1 Bedroom + Den! Pre - Lease TODAY! Move In April 7th,2017-03-17 12:58,2239.0,https://seattle.craigslist.org/reply/sea/apa/6048250766,989.0,seattle,https://seattle.craigslist.org/see/apa/6048250766.html,6048250766
37,1.0,Carve Out A Great Life at Cascade!,2017-03-17 12:57,2500.0,https://seattle.craigslist.org/reply/sea/apa/6048263408,880.0,seattle,https://seattle.craigslist.org/see/apa/6048263408.html,6048263408
38,1.0,Top Floor One Bedroom! Amazing Prices and Specials! Visit Us Today!,2017-03-17 12:56,2192.0,https://seattle.craigslist.org/reply/sea/apa/6048261932,759.0,seattle,https://seattle.craigslist.org/see/apa/6048261932.html,6048261932
41,1.0,A Haven to Call Home in North Queen Anne,2017-03-17 12:53,2150.0,https://seattle.craigslist.org/reply/sea/apa/6048257154,700.0,seattle,https://seattle.craigslist.org/see/apa/6048257154.html,6048257154
42,1.0,Kick-Back and Relax in your Brand New Loft!,2017-03-17 12:52,2475.0,https://seattle.craigslist.org/reply/sea/apa/6048256269,847.0,seattle,https://seattle.craigslist.org/see/apa/6048256269.html,6048256269
43,1.0,"Spectacular view Belltown condo, 1 bd+ den, $2395/month, Avail Now",2017-03-17 12:52,2395.0,https://seattle.craigslist.org/reply/sea/apa/6042194225,719.0,seattle,https://seattle.craigslist.org/see/apa/6042194225.html,6042194225
44,1.0,Beautiful Building in Bloom! 1 bedroom at Zephyr Available Mid-April!,2017-03-17 12:51,2150.0,https://seattle.craigslist.org/reply/sea/apa/6048253879,677.0,seattle,https://seattle.craigslist.org/see/apa/6048253879.html,6048253879
49,1.0,Move in spring time! Ready on Apr 23!,2017-03-17 12:47,2443.0,https://seattle.craigslist.org/reply/sea/apa/6048248051,1042.0,seattle,https://seattle.craigslist.org/see/apa/6048248051.html,6048248051
50,1.0,Top Floor with Amazing View of Downtown Seattle and a Deck!,2017-03-17 12:47,2425.0,https://seattle.craigslist.org/reply/sea/apa/6042730239,691.0,seattle,https://seattle.craigslist.org/see/apa/6042730239.html,6042730239
51,1.0,Great View and Lots of Deck Space! Come in for a tour!,2017-03-17 12:46,2450.0,https://seattle.craigslist.org/reply/sea/apa/6042746467,684.0,seattle,https://seattle.craigslist.org/see/apa/6042746467.html,6042746467
57,1.0,Spring Into A New Lifestyle And New One Bedrooms- Call Today,2017-03-17 12:43,2020.0,https://seattle.craigslist.org/reply/sea/apa/6048231424,577.0,seattle,https://seattle.craigslist.org/see/apa/6048231424.html,6048231424
58,1.0,Top Floor View of Downtown Seattle! Floor to Ceiling Windows!,2017-03-17 12:42,2200.0,https://seattle.craigslist.org/reply/sea/apa/6029568979,657.0,seattle,https://seattle.craigslist.org/see/apa/6029568979.html,6029568979
61,1.0,May We Have Your Attention - Biggest Floor-Plans for Less Dollars!,2017-03-17 12:35,2275.0,https://seattle.craigslist.org/reply/sea/apa/6045098512,712.0,seattle,https://seattle.craigslist.org/see/apa/6045098512.html,6045098512
63,1.0,Live Remarkably! Gorgeous 1BR w/ Sweeping Views!,2017-03-17 12:35,2482.0,https://seattle.craigslist.org/reply/sea/apa/6048228208,726.0,seattle,https://seattle.craigslist.org/see/apa/6048228208.html,6048228208
64,1.0,"Last One Bedroom Left, Island Kitchen, Hardwood Floors, Stainless!",2017-03-17 12:31,2100.0,https://seattle.craigslist.org/reply/sea/apa/6039495772,778.0,seattle,https://seattle.craigslist.org/tac/apa/6039495772.html,6039495772
67,1.0,Feeling the VIVA Vibrations! Lease 1bed + Den with Views and Amenities,2017-03-17 12:29,2275.0,https://seattle.craigslist.org/reply/sea/apa/6048218753,712.0,seattle,https://seattle.craigslist.org/see/apa/6048218753.html,6048218753
69,1.0,Beautiful Traditinal 1x1 Located On The 3rd Floor Coming In May!! *326,2017-03-17 12:25,2260.0,https://seattle.craigslist.org/reply/sea/apa/6048199340,710.0,seattle,https://seattle.craigslist.org/see/apa/6048199340.html,6048199340
70,1.0,Ballard Charming Waterfront Triplex (first floor),2017-03-17 12:23,2150.0,https://seattle.craigslist.org/reply/sea/apa/6048209132,900.0,seattle,https://seattle.craigslist.org/see/apa/6048209132.html,6048209132
71,1.0,Space Needle views from your elegant one bedroom!,2017-03-17 12:22,2215.0,https://seattle.craigslist.org/reply/sea/apa/6048207096,699.0,seattle,https://seattle.craigslist.org/see/apa/6048207096.html,6048207096
73,1.0,"Location, Community, Quality Living. It Starts Here! Visit Now !",2017-03-17 12:21,2255.0,https://seattle.craigslist.org/reply/sea/apa/6048182908,,seattle,https://seattle.craigslist.org/see/apa/6048182908.html,6048182908
78,1.0,1 bedroom 1 bath plus DEN! 1 month free! In the heart of SLU!,2017-03-17 12:10,2398.0,https://seattle.craigslist.org/reply/sea/apa/6048188047,910.0,seattle,https://seattle.craigslist.org/see/apa/6048188047.html,6048188047
80,1.0,Newly Renovated Loft Available! Get Lucky on St. Patrick's Day!,2017-03-17 12:09,2235.0,https://seattle.craigslist.org/reply/sea/apa/6048186659,755.0,seattle,https://seattle.craigslist.org/see/apa/6048186659.html,6048186659
81,1.0,1 bedroom 1 bath with 1 month free! Heart of SLU!,2017-03-17 12:09,2263.0,https://seattle.craigslist.org/reply/sea/apa/6048186115,694.0,seattle,https://seattle.craigslist.org/see/apa/6048186115.html,6048186115
82,1.0,✨ Beautiful Residences @ Cyrene ! Tour Now ~,2017-03-17 12:08,2305.0,https://seattle.craigslist.org/reply/sea/apa/6044347297,641.0,seattle,https://seattle.craigslist.org/see/apa/6044347297.html,6044347297
83,1.0,⚛ Pre-Leasing - Premium Residences - Tour Now!,2017-03-17 12:08,2255.0,https://seattle.craigslist.org/reply/sea/apa/6044347400,615.0,seattle,https://seattle.craigslist.org/see/apa/6044347400.html,6044347400
84,1.0,"1BD/1BA, New Const. Capitol Hill, Spacious Luxury Apt - Avail 4/15",2017-03-17 12:08,2200.0,https://seattle.craigslist.org/reply/sea/apa/6048167395,850.0,seattle,https://seattle.craigslist.org/see/apa/6048167395.html,6048167395
85,1.0,Urban One Bedroom With a View of Downtown! Floor to Ceiling Windows!,2017-03-17 12:08,2050.0,https://seattle.craigslist.org/reply/sea/apa/6036692839,657.0,seattle,https://seattle.craigslist.org/see/apa/6036692839.html,6036692839
86,1.0,Choose This Large 1x1 With Great South Lake Union Views!,2017-03-17 12:08,2205.0,https://seattle.craigslist.org/reply/sea/apa/6048171959,818.0,seattle,https://seattle.craigslist.org/see/apa/6048171959.html,6048171959
87,1.0,Seattle's Waterfront can be your new Backyard! Schedule a Tour Today.,2017-03-17 12:07,2207.0,https://seattle.craigslist.org/reply/sea/apa/6038483856,600.0,seattle,https://seattle.craigslist.org/see/apa/6038483856.html,6038483856
90,1.0,Don't Miss Out on this Unique One Bedroom + Den Downtown!!!,2017-03-17 12:05,2468.0,https://seattle.craigslist.org/reply/sea/apa/6048167890,734.0,seattle,https://seattle.craigslist.org/see/apa/6048167890.html,6048167890
96,1.0,Why not add a apartment tour to your weekend plans?,2017-03-17 11:52,2068.0,https://seattle.craigslist.org/reply/sea/apa/6048157705,650.0,seattle,https://seattle.craigslist.org/see/apa/6048157705.html,6048157705
102,1.0,Last Available Brand New Traditional 1x1!,2017-03-17 11:50,2100.0,https://seattle.craigslist.org/reply/sea/apa/6045227154,778.0,seattle,https://seattle.craigslist.org/see/apa/6045227154.html,6045227154
106,1.0,"1BD/1BA, New Const. Capitol Hill, Spacious Luxury Apt - Avail 4/15",2017-03-17 11:47,2200.0,https://seattle.craigslist.org/reply/sea/apa/6048134802,850.0,seattle,https://seattle.craigslist.org/see/apa/6048134802.html,6048134802
108,1.0,"Great home in fabulous Holmes Point, Kirkland",2017-03-17 11:46,2000.0,https://seattle.craigslist.org/reply/sea/apa/6038204778,1300.0,seattle,https://seattle.craigslist.org/est/apa/6038204778.html,6038204778
111,1.0,Beautiful One Bedroom plus Den!  A Must See!!,2017-03-17 11:43,2083.0,https://seattle.craigslist.org/reply/sea/apa/6048143880,851.0,seattle,https://seattle.craigslist.org/see/apa/6048143880.html,6048143880
114,1.0,"Fully-equipped kitchens, Urban concrete floors, Nine-foot ceilings",2017-03-17 11:42,2231.0,https://seattle.craigslist.org/reply/sea/apa/6048141804,766.0,seattle,https://seattle.craigslist.org/see/apa/6048141804.html,6048141804
118,1.0,WOW!!! You Will Be The First Resident In This Brand New Urban 1x1!,2017-03-17 11:35,2000.0,https://seattle.craigslist.org/reply/sea/apa/6048129305,568.0,seattle,https://seattle.craigslist.org/see/apa/6048129305.html,6048129305
119,1.0,Looking for your dream home in Seattle? Look no further!,2017-03-17 11:34,2380.0,https://seattle.craigslist.org/reply/sea/apa/6048097055,696.0,seattle,https://seattle.craigslist.org/see/apa/6048097055.html,6048097055
6,1.0,"Open 1 Bedroom w/ Den, Patio, Beautiful Brand New Building in Fremont",2017-03-17 13:06,2707.0,https://seattle.craigslist.org/reply/sea/apa/6048261225,839.0,seattle,https://seattle.craigslist.org/see/apa/6048261225.html,6048261225
13,1.0,Carve Out A Great Life at Cascade!,2017-03-17 12:57,2500.0,https://seattle.craigslist.org/reply/sea/apa/6048263408,880.0,seattle,https://seattle.craigslist.org/see/apa/6048263408.html,6048263408
15,1.0,"Right Around the Corner, Near Everywhere You Want to Be. Visit Now!",2017-03-17 12:55,3000.0,https://seattle.craigslist.org/reply/sea/apa/6048241768,727.0,seattle,https://seattle.craigslist.org/see/apa/6048241768.html,6048241768
16,1.0,#2106 Has The Best Water View In The City! Come Live In Luxury!,2017-03-17 12:55,2610.0,https://seattle.craigslist.org/reply/sea/apa/6048243321,578.0,seattle,https://seattle.craigslist.org/see/apa/6048243321.html,6048243321
19,1.0,"1 Bed/1 Bath, Cyberzone business center, Urban concrete floors",2017-03-17 12:42,2587.0,https://seattle.craigslist.org/reply/sea/apa/6048240153,938.0,seattle,https://seattle.craigslist.org/see/apa/6048240153.html,6048240153
24,1.0,Proper Design. Luxury Finishes. Ready for Move-In! Tour Now !,2017-03-17 12:29,2800.0,https://seattle.craigslist.org/reply/sea/apa/6048183636,,seattle,https://seattle.craigslist.org/see/apa/6048183636.html,6048183636
37,1.0,Modern Amenities. Urban Location. Sophisticated Style. Visit Now!,2017-03-17 12:12,2605.0,https://seattle.craigslist.org/reply/sea/apa/6048183305,,seattle,https://seattle.craigslist.org/see/apa/6048183305.html,6048183305
38,1.0,"Amazing views, 5 pc bath, gorgeous kitchen and private balcony!",2017-03-17 12:11,2950.0,https://seattle.craigslist.org/reply/sea/apa/6048190557,855.0,seattle,https://seattle.craigslist.org/see/apa/6048190557.html,6048190557
39,1.0,"Enjoy the vibrant Heart of Seattle, Here!",2017-03-17 12:10,2750.0,https://seattle.craigslist.org/reply/sea/apa/6048168551,781.0,seattle,https://seattle.craigslist.org/see/apa/6048168551.html,6048168551
40,1.0,Spectacular luxury one bedroom apartment on 21st floor !!,2017-03-17 12:10,2748.0,https://seattle.craigslist.org/reply/sea/apa/6048188257,634.0,seattle,https://seattle.craigslist.org/see/apa/6048188257.html,6048188257
42,1.0,✮ Looking for 1 Bedroom Plus Den ? Visit Now !,2017-03-17 12:08,2915.0,https://seattle.craigslist.org/reply/sea/apa/6044343422,733.0,seattle,https://seattle.craigslist.org/see/apa/6044343422.html,6044343422
45,1.0,"1 Bed/1 Bath, Convenient garage parking, Urban concrete floors",2017-03-17 12:02,2572.0,https://seattle.craigslist.org/reply/sea/apa/6039505376,938.0,seattle,https://seattle.craigslist.org/see/apa/6039505376.html,6039505376
53,1.0,"Sparkling Counters, Jaw-Dropping Amenities, Fabulous Apartments",2017-03-17 11:43,2875.0,https://seattle.craigslist.org/reply/sea/apa/6048143355,805.0,seattle,https://seattle.craigslist.org/see/apa/6048143355.html,6048143355
54,1.0,"Luxury Apartments Available In Central Ballard, With Bartell's Too!",2017-03-17 11:42,2700.0,https://seattle.craigslist.org/reply/sea/apa/6048141655,700.0,seattle,https://seattle.craigslist.org/see/apa/6048141655.html,6048141655
55,1.0,Elegant One Bedroom in Ballard New Leed Certified Building,2017-03-17 11:39,2700.0,https://seattle.craigslist.org/reply/sea/apa/6048137070,700.0,seattle,https://seattle.craigslist.org/see/apa/6048137070.html,6048137070
56,1.0,"Pre Lease for 3/21 Deck, Bay Window, Kitchen Iland",2017-03-17 11:39,2582.0,https://seattle.craigslist.org/reply/sea/apa/6048136770,816.0,seattle,https://seattle.craigslist.org/tac/apa/6048136770.html,6048136770
59,1.0,"Large walk-in closets, Custom maple kitchen cabinets, Elevators",2017-03-17 11:30,2587.0,https://seattle.craigslist.org/reply/sea/apa/6048121069,938.0,seattle,https://seattle.craigslist.org/see/apa/6048121069.html,6048121069
66,1.0,"1  Bedroom available 4/7, Pre lease Now! Street Access, Shotgun Kitche",2017-03-17 11:18,2614.0,https://seattle.craigslist.org/reply/sea/apa/6042699611,1050.0,seattle,https://seattle.craigslist.org/tac/apa/6042699611.html,6042699611
69,1.0,"Corner Luxury Home With Lots of Windows, No Carpet and 7 Weeks Off!",2017-03-17 11:09,2765.0,https://seattle.craigslist.org/reply/sea/apa/6048085188,629.0,seattle,https://seattle.craigslist.org/see/apa/6048085188.html,6048085188
82,1.0,Large 1 Bed+ Den home with upgraded appliances and hardwood floors,2017-03-17 10:32,2573.0,https://seattle.craigslist.org/reply/sea/apa/6048006589,889.0,seattle,https://seattle.craigslist.org/see/apa/6048006589.html,6048006589
84,1.0,"#1708 Top Floor Apartment, Upgraded Amenties,  Seattle Skyline Views!",2017-03-17 10:29,2595.0,https://seattle.craigslist.org/reply/sea/apa/6048002885,736.0,seattle,https://seattle.craigslist.org/see/apa/6048002885.html,6048002885
87,1.0,The LUCK is on Your Side with This Beautiful 1 Bedroom + Den Home!,2017-03-17 10:20,2625.0,https://seattle.craigslist.org/reply/sea/apa/6047999149,735.0,seattle,https://seattle.craigslist.org/see/apa/6047999149.html,6047999149
101,1.0,"1 bd/2 ba Loft, Pet Friendly Community with Rooftop Entertaining",2017-03-17 09:41,2510.0,https://seattle.craigslist.org/reply/sea/apa/6047932608,789.0,seattle,https://seattle.craigslist.org/see/apa/6047932608.html,6047932608
